sample_id,source,category,gemini_power,gemini_reason_power,gemini_privacy,gemini_reason_privacy,gemini_safety,gemini_reason_safety,gemini_choice,gemini_reason_choice,gemini_community,gemini_reason_community,gemini_engagement,gemini_reason_engagement,gemini_ip_protection,gemini_reason_ip_protection,gemini_improvement,gemini_reason_improvement,gemini_care,gemini_reason_care,gemini_accountability,gemini_reason_accountability,gemini_B1_authenticity_claims,gemini_reason_B1_authenticity_claims,gemini_B2_religious_sensitivity,gemini_reason_B2_religious_sensitivity,gemini_B3_indigenous_minority,gemini_reason_B3_indigenous_minority,gemini_B4_traditional_craftsmanship,gemini_reason_B4_traditional_craftsmanship,gemini_B5_commercialization_culture,gemini_reason_B5_commercialization_culture,gemini_B6_ai_cultural_content,gemini_reason_B6_ai_cultural_content
S011,pilot,CG,1,The section asserts the platform's authority to make decisions about account bans based on its consideration of off-platform activity.,0,,1,"The section describes actions (banning accounts, reporting to law enforcement) to prevent harm from violent actors, hateful actors, and threats to life.",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
S012,pilot,CG,0,,0,,1,The section explicitly states its goal is to protect users from 'scams or financial exploitation'.,1,"The section describes a user-selectable option, the 'branded content toggle'.",0,,1,The section describes rules and tools governing participation in commercial activities like branded content and affiliate links.,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
S013,pilot,CG,0,,0,,1,The section prohibits deceptive behaviors and the trade of services that manipulate the platform to preserve a trustworthy space.,0,,0,,1,"The section describes rules for FYF ineligibility and the recommendation system, which are core participation mechanisms.",1,"The section explicitly prohibits content that violates copyrights, trademarks, or other IP rights.",0,,0,,0,,0,,0,,0,,0,,0,,0,
S014,pilot,CG,0,,0,,1,The section states the platform works to prevent negative impacts on physical or psychological health and to avoid increasing the risk of harm.,0,,1,The section invokes community as a valued collective where people find connections and feel they belong.,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
S015,pilot,CG,0,,0,,1,The section states the purpose of the guidelines is to 'keep TikTok a safe and positive experience'.,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
S016,pilot,CG,1,"The section asserts the platform's authority to take action, stating 'we will report threats' and 'we will close their accounts'.",0,,1,The section describes affirmative protections against harm by identifying and removing 'violent and extremist individuals and organizations'.,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
S017,pilot,NEWS,0,,0,,0,,0,,1,"The section describes an event developed to ""bring the community together,"" invoking the community as a valued collective to be unified.",1,"The section describes a telethon with performances happening on TikTok, which is a mechanism for user participation and interactivity.",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
S018,pilot,NEWS,0,,0,,0,,0,,0,,1,"The section describes a specific livestreaming event on the platform, which is a mechanism for participation and engagement.",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
S019,pilot,NEWS,0,,1,The section encourages users to use tools and look into privacy resources in the Safety Center.,1,"The section describes a multifaceted approach to safety, including policies, moderation, and resources to keep the community positive.",1,The section mentions 'settings and controls' and encourages users to 'use the tools at your disposal'.,1,The section invokes the 'community' as a valued collective to be listened to and kept 'positive and supportive'.,0,,0,,1,"The text describes 'ongoing efforts' and a striving to listen and meet community needs, indicating a process of improvement.",0,,0,,0,,0,,0,,0,,0,,0,
S020,pilot,TOS,0,,0,,0,,0,,0,,0,,1,"The section defines the services and documentation as 'Commercial Items' and 'Commercial Computer Software,' establishing their legal status as proprietary digital assets.",0,,0,,0,,0,,0,,0,,0,,0,,0,
S021,pilot,TOS,1,"The section explicitly asserts that disputes will be resolved by 'binding arbitration,' which is a mechanism of decision-making authority.",0,,0,,0,,0,,0,,0,,0,,0,,1,"The section describes binding arbitration as a formal mechanism for resolving claims against the platform, thus holding it accountable.",0,,0,,0,,0,,0,,0,
S022,pilot,TOS,1,"The text asserts platform authority by stating monetization is only allowed when ""specifically permitted by us"" and that the user's license is ""revocable"".",0,,0,,0,,0,,1,The section describes the rules governing a key participation outcome by prohibiting users from monetizing or obtaining consideration from User Content.,1,"The text explicitly discusses rights to ""User Content,"" ""musical works,"" and grants a ""non-exclusive, limited...revocable, worldwide license"" to use platform content.",0,,0,,0,,0,,0,,0,,0,,0,,0,
S023,pilot,TRANS,0,,0,,0,,0,,0,,0,,0,,1,"The section describes the 'upcoming' opening of a new Transparency and Accountability Center, indicating an expansion of services.",0,,1,"The section describes a 'Transparency and Accountability Center' where visitors can learn how the algorithm operates, which is a mechanism for platform transparency.",0,,0,,0,,0,,0,,0,
S024,pilot,TRANS,0,,0,,1,"The section explicitly states the goal is to ""build a safe platform for users"" and discusses partnerships on ""safety-related topics.""",0,,0,,0,,0,,1,"The text describes shaping ""forward-looking policies"" and planning ""ahead for the next set of issues,"" indicating a focus on evolving its approach.",0,,1,"The section describes a ""Content Advisory Council"" of external experts who help shape policies, which is a mechanism for external oversight.",0,,0,,0,,0,,0,,0,
S025,pilot,VI,0,,0,,0,,0,,0,,1,The section describes how purchasing and using Coins functions as a mechanism for rewarding others on the platform.,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
S026,pilot,VI,1,"The section asserts the platform's authority to void transactions, terminate accounts, and forfeit Coins for rule violations.",0,,1,The section prohibits unauthorized transfers and outlines penalties to protect the platform's economic system from misuse.,0,,0,,0,,1,"The section explicitly defines the ownership status of a digital asset, stating that 'Coins do not constitute property'.",0,,0,,0,,0,,0,,0,,0,,0,,0,
S027,pilot,VI,1,"The section asserts the platform's authority to terminate accounts, forfeit Diamonds, and void transfers based on its own consent.",0,,0,,0,,0,,0,,1,"The section explicitly defines the ownership status of a digital asset, stating that 'Diamonds do not constitute property'.",0,,0,,0,,0,,0,,0,,0,,0,,0,
S028,pilot,VI,1,"The section asserts the platform's authority by stating 'we may, at our sole discretion, request you to provide information'.",0,,1,The section aims to prevent financial harm by outlining user responsibility for providing correct payment information to avoid losses.,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
S029,pilot,VI,0,,0,,1,"The section sets an age minimum (18+) and requires parental permission, which are rules designed to protect younger users.",0,,0,,1,The section defines the eligibility criteria for who is allowed to participate in the Program.,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
S030,pilot,VI,0,,0,,0,,0,,0,,1,The section describes a mechanism of participation by explaining how Coins are exchanged for Gifts.,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
H001,heritage,TOS,1,"The section asserts platform authority with phrases like ""we reserve the right to... in our sole discretion"" and ""in the sole judgment of TikTok"".",0,,1,"The section is a comprehensive list of prohibitions against harmful content and behaviors, such as harassment, violence, discrimination, and malicious material.",0,,0,,0,,1,"The section prohibits reverse engineering the Services and infringing on copyright, trademark, or other intellectual property rights.",0,,0,,0,,0,,0,,0,,0,,0,,0,
H002,heritage,CG,0,,0,,1,The section defines and prohibits hate speech to prevent harm to individuals and groups based on protected attributes.,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
H003,heritage,CG,0,,0,,1,"The section defines terrorist organizations and organized hate, which are categories of actors and content prohibited to prevent harm.",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
H004,heritage,CG,0,,0,,1,"The section describes content prohibitions against hateful behavior, hate speech, and hateful ideologies to protect users.",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
H005,heritage,CG,0,,0,,1,The section lists numerous content prohibitions related to violence and dangerous organizations to preserve user well-being.,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
H006,heritage,CG,0,,0,,1,The section details extensive content prohibitions and restrictions to prevent harm from dangerous weight management behaviors and challenges.,0,,0,,1,"The section specifies that certain content is 'FYF INELIGIBLE,' which is a rule governing participation in the platform's recommendation system.",0,,0,,0,,0,,0,,1,The section explicitly allows content depicting 'Religious diet behavior and fasting' as an exception to its weight management rules.,0,,0,,0,,0,
H007,heritage,CG,1,The section asserts the platform's authority to expand the list of protected attributes by stating it 'may consider other protected attributes'.,0,,1,The section defines a list of personal characteristics as 'Protected attributes' as a basis for protecting users from being 'attacked because of them'.,0,,0,,0,,0,,1,"The section describes an evolving set of protections, noting the platform 'may consider other protected attributes' based on new information.",0,,1,"The section grounds its policy in external standards, stating the attributes are 'informed by the Universal Declaration of Human Rights and international conventions'.",0,,0,,0,,0,,0,,0,
H008,heritage,CG,0,,0,,1,The section prohibits content like political advertising and civic misinformation to prevent harms such as voter interference and off-platform violence.,0,,0,,1,The section describes a mechanism of participation by stating that certain content may be ineligible for the For You Feed (FYF).,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
H009,heritage,CG,0,,0,,1,"The section extensively lists content prohibitions related to misinformation, conspiracy theories, and political content to prevent public harm.",0,,0,,1,"The section specifies rules for participation, such as what content is ineligible for the For You feed and prohibitions on political advertising and fundraising.",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
H010,heritage,CG,0,,0,,1,"The section extensively lists content prohibitions and restrictions related to sexual acts, nudity, and exploitation to ensure user well-being.",0,,0,,0,,0,,0,,1,"The section directs users to learn more about CSAM resources, which constitutes support for a specific type of harm.",0,,0,,0,,1,The section provides a specific allowance for nudity in the context of cultural behaviors like 'traditional dress festivals'.,0,,0,,0,
H011,heritage,CG,1,The section asserts the platform's authority to ban accounts and work with legal authorities in response to identified risks.,0,,1,"The entire section is dedicated to prohibiting content that is violent, graphic, or depicts dangerous acts to protect user well-being.",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,"The section articulates a specific rule exception for content depicting ""traditional martial arts,"" a form of traditional performance art.",0,,0,
H012,heritage,CG,0,,0,,1,"The section is entirely dedicated to prohibiting content that is violent, graphic, or promotes self-harm and dangerous acts to protect user well-being.",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,"The section articulates a specific rule exception for content depicting ""traditional martial arts,"" a skill-based heritage practice.",0,,0,
H013,heritage,CG,0,,0,,1,The section explicitly prohibits content such as paid political promotion and misinformation about civic processes to prevent harm to public order.,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
H014,heritage,CG,0,,0,,1,The section outlines detailed content prohibitions and restrictions regarding nudity and body exposure to protect users.,0,,0,,1,"The section specifies rules for For You Feed (FYF) eligibility, which is a core mechanism of platform participation.",0,,0,,1,"The text directs users to learn more about CSAM, which is a resource related to a specific and severe form of harm.",0,,0,,0,,1,"The policy provides a specific content allowance for ""indigenous populations"" as part of a culturally accepted practice.",1,"The text explicitly welcomes ""performances and dances"" where people can ""celebrate their culture,"" which includes traditional performance arts.",0,,0,
H015,heritage,CG,0,,0,,1,The section describes content restrictions for semi-nudity to protect a wide audience from unsuitable content.,0,,0,,1,"The section states that certain content is ineligible for the FYF, which is a core participation and content distribution mechanism.",0,,0,,0,,0,,0,,0,,1,The section articulates a specific exception to nudity rules to protect and allow for the display of 'cultural practices'.,0,,0,,0,
H016,heritage,CG,0,,0,,1,The section defines and prohibits content showing moderate physical harm and dangerous activities.,0,,0,,1,"The section specifies that certain content is 'FYF INELIGIBLE,' which is a rule governing participation in the platform's recommendation feed.",0,,0,,0,,0,,0,,1,The section articulates a rule allowing the depiction of weapons within the context of 'religious festivals'.,0,,1,The section provides a specific allowance for showing weapons used in 'ceremonial settings' and 'cultural practices'.,0,,0,
H017,heritage,CG,0,,0,,1,The section defines and lists prohibitions for content involving moderate physical harm and dangerous activities.,0,,0,,0,,0,,0,,0,,0,,0,,1,The section articulates a specific rule allowing the use of weapons in the context of 'religious festivals'.,0,,1,The section provides a rule for content depicting the use of weapons in 'ceremonial settings' and 'cultural practices'.,0,,0,
H018,heritage,CG,0,,0,,1,"The section defines nudity and sets rules for body exposure, which is a content prohibition to preserve user well-being.",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
H019,heritage,CG,0,,0,,1,"The section provides extensive definitions and rules prohibiting or restricting content related to nudity and semi-nudity to protect users, especially minors.",0,,0,,1,"The section specifies that certain content is 'FYF INELIGIBLE,' which is a rule governing participation in the platform's core recommendation system.",0,,0,,0,,0,,0,,0,,1,"The policy creates a specific allowance for nudity in the context of 'populations who do not traditionally wear coverings,' protecting a minority cultural practice.",0,,0,,0,
H020,heritage,CG,0,,0,,1,The section defines nudity as a category of prohibited content to preserve user well-being.,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
H021,heritage,CG,0,,0,,1,The section describes content prohibitions regarding nudity and body exposure to preserve user well-being.,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
H022,heritage,CG,0,,0,,1,"The section describes content prohibitions and restrictions regarding nudity and body exposure to protect users, especially young people.",0,,0,,1,"The section describes what content is 'Allowed' or 'FYF ineligible,' which are mechanisms of platform participation and visibility.",0,,0,,0,,0,,0,,0,,1,The section articulates a specific allowance for content showing 'indigenous populations who do not traditionally wear top coverings'.,0,,0,,0,
H023,heritage,CG,0,,0,,1,The section describes commitments to mitigate harms and prevent content that exposes personal or intimate information.,0,,1,The section invokes 'communities' and 'marginalized groups' as valued collectives that the platform is committed to protecting.,0,,0,,0,,0,,0,,0,,0,,1,The section articulates a commitment to mitigating harms that disproportionately affect marginalized groups.,0,,0,,0,
H024,heritage,CG,0,,0,,1,"The section prohibits content to prevent harm, stating that certain behaviors may put young people at risk of exploitation.",0,,0,,1,"The section affirmatively describes allowed forms of participation, such as welcoming 'performances and dances where people can creatively express themselves'.",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
H025,heritage,CG,0,,1,The section explicitly states a commitment to protecting and respecting the privacy of the community and individuals.,1,The section states a commitment to mitigating harms that disproportionately affect marginalized groups.,0,,1,The section invokes the platform's users as a valued collective by stating it values and celebrates different cultures and is committed to protecting its community.,0,,0,,0,,0,,0,,0,,0,,1,"The section articulates specific protections for marginalized groups, which includes ethnic minorities and marginalized cultural communities.",0,,0,,0,
H026,heritage,CG,0,,0,,1,"The section states a commitment to ""mitigating harms that disproportionately affect marginalized or underrepresented groups.""",0,,1,"The section invokes the user base as a valued collective by stating ""We value and celebrate different cultures, identities...""",0,,0,,0,,0,,0,,0,,0,,1,"The section articulates specific protections for ""marginalized or underrepresented groups.""",0,,0,,0,
H027,heritage,CG,0,,0,,1,The section states a commitment to 'mitigating harms that disproportionately affect marginalized groups'.,0,,1,"The section invokes the user base as a valued collective by stating 'We value and celebrate different cultures, identities...'",0,,0,,0,,0,,0,,0,,0,,1,The section articulates specific protections for marginalized cultural communities by committing to mitigating harms that disproportionately affect them.,0,,0,,0,
H028,heritage,NEWS,0,,0,,1,The section describes evolving its hate speech policy to counter hateful ideologies and protect underrepresented groups from harm.,0,,1,"The section describes an environment that ""celebrates everyone"" and commits to listening to ""the perspectives of our users,"" framing them as a valued collective.",0,,0,,1,"The section states ""We've evolved our hate speech policy,"" which describes an enhancement of the platform's rules and approach.",0,,0,,0,,0,,1,"The section discusses evolving policy to better account for scenarios where ""underrepresented groups may feel excluded or marginalized.""",0,,0,,0,
H029,heritage,CG,0,,0,,1,"The section defines and describes prohibited groups and actions (organized hate, criminal organizations, violence, hatred) to preserve user well-being.",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
H030,heritage,CG,0,,0,,1,The section describes content prohibitions against hateful behavior and hate speech to preserve user well-being.,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
